date,type,author,title,path,datetime,URL,tag
02/03/22,Altro,Italia,Audizione del Min. Giorgetti del 1 marzo 2022 relativa allo stato di attuazione del PNRR,,2022-03-02,https://italiadomani.gov.it,
02/03/22,Altro,Italia,Audizione del Min. Giorgetti del 1 marzo 2022 relativa allo stato di attuazione del PNRR,/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,
02/03/22,Altro,Italia,Audizione del Min. Giorgetti del 1 marzo 2022 relativa allo stato di attuazione del PNRR,/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,Monitoraggio
02/03/22,Altro,Italia,Audizione del ministro Cingolani sullo stato di attuazione del PNRR del 15/02/2022,/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,Monitoraggio;Rivoluzione verde e transizione ecologica
02/03/22,Altro,Italia,Audizione del ministro Colao sullo stato di attuazione del PNRR del 23/02/2022,/content/dam/sogei-ng/documenti/Audizione%20del%20ministro%20Colao_con%20COP.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Audizione%20del%20ministro%20Colao_con%20COP.pdf,Digitalizzazione innovazione competitività cultura e turismo;Monitoraggio
02/03/22,Altro,Italia,Audizione del ministro Giorgetti sullo stato di attuazione del PNRR del 01/03/2022,/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20-%20Relazione%20interventi%20MiSE.pdf,Monitoraggio
24/02/22,Circolari,Italia,"Circolare RGS sulla rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti”",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,
24/02/22,Circolari,Italia,Circolare RGS sulla trasmissione delle istruzioni tecniche per la selezione dei progetti,/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,
24/02/22,"Circolari, linee guida",,"Circolare n.21 del 14.10.2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.21 del 14.10.2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.21 del 14.10.2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,
24/02/22,"Circolari, linee guida",Italia,"Circolare n.21 del 14.10.2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Circolare n.21 del 14.10.2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-trasmissione-delle-istruzioni-tecniche-per-la-selezione-dei-progetti/Circolare-del-14-ottobre-2021-n-21.pdf,
24/02/22,"Circolari, linee guida",,"Circolare n.25 del 29.10.2021, ""Rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.25 del 29.10.2021, ""Rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.25 del 29.10.2021, ""Rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,
24/02/22,"Circolari, linee guida",Italia,"Circolare n.25 del 29.10.2021, ""Rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Circolare n.25 del 29.10.2021, ""Rilevazione periodica avvisi, bandi e altre procedure di attivazione degli investimenti""",/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-rgs-sulla-rilevazione-periodica-avvisi-bandi-e-altre-procedure-di-attivazione-degli-investimenti/Circolare_del_29_ottobre_2021_n_25.pdf,
24/02/22,"Circolari, linee guida",,"Circolare n.4 del 18.01.2022, ""Le indicazioni attuative del Pnrr""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.4 del 18.01.2022, ""Le indicazioni attuative del Pnrr""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.4 del 18.01.2022, ""Le indicazioni attuative del Pnrr""",/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,
24/02/22,"Circolari, linee guida",Italia,"Circolare n.4 del 18.01.2022, ""Le indicazioni attuative del Pnrr""",/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Circolare n.4 del 18.01.2022, ""Le indicazioni attuative del Pnrr""",/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,
24/02/22,"Circolari, linee guida",,"Circolare n.6 del 24.01.2022, ""Servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.6 del 24.01.2022, ""Servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.6 del 24.01.2022, ""Servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori""",/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,
24/02/22,"Circolari, linee guida",Italia,"Circolare n.6 del 24.01.2022, ""Servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori""",/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Circolare n.6 del 24.01.2022, ""Servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori""",/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,
24/02/22,"Circolari, linee guida",,"Circolare n.9 del 10.02.2022, ""Trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.9 del 10.02.2022, ""Trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Circolare n.9 del 10.02.2022, ""Trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi""",/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,
24/02/22,"Circolari, linee guida",Italia,"Circolare n.9 del 10.02.2022, ""Trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi""",/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Circolare n.9 del 10.02.2022, ""Trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi""",/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,
24/02/22,Circolari,Italia,Circolare recante le indicazioni attuative del Pnrr,/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-18-gennaio-2022-n.-4.pdf,
24/02/22,Circolari,Italia,Circolare sui servizi di assistenza tecnica per le Amministrazioni titolari di interventi e soggetti attuatori,/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sui-servizi-di-assistenza-tecnica-per-le-amministrazioni-titolari-di-interventi-e-soggetti-attuatori/Circolare-del-24-gennaio-2022-n.-6.pdf,
24/02/22,Circolari,Italia,Circolare sulla trasmissione delle Istruzioni tecniche per la redazione dei sistemi di gestione e controllo delle amministrazioni centrali titolari di interventi,/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/circolare-sulla-trasmissione-delle-istruzioni-tecniche-per-la-redazione-dei-sistemi-di-gestione-e-controllo-delle-amministrazioni-centrali-titolari-di-interventi/Circolare-del-10-febbraio-2022-n-9.pdf,
24/02/22,"Circolari, linee guida",,"Nota di chiarimento sulla Circolare n.21 del 14 ottobre 2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR - Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Nota di chiarimento sulla Circolare n.21 del 14 ottobre 2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR - Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento""",,2022-02-24,https://italiadomani.gov.it,
24/02/22,"Circolari, linee guida",,"Nota di chiarimento sulla Circolare n.21 del 14 ottobre 2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR - Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento""",/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,
24/02/22,"Circolari, linee guida",Italia,"Nota di chiarimento sulla Circolare n.21 del 14 ottobre 2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR - Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento""",/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,
24/02/22,"Circolari, Linee Guida",Italia,"Nota di chiarimento sulla Circolare n.21 del 14 ottobre 2021 ""Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR - Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento""",/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,
24/02/22,Circolari,Italia,"Nota di chiarimento sulla Circolare ‘Trasmissione delle Istruzioni Tecniche per la selezione dei progetti PNRR – Addizionalità, finanziamento complementare e obbligo di assenza del c.d. doppio finanziamento’",/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,2022-02-24,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Circolare-del-31-dicembre-2021-n-33.pdf,
17/02/22,Presentazioni,,"Le slide del Webinar ""Il principio DNSH: adempimenti per enti locali e progettisti""",,2022-02-17,https://italiadomani.gov.it,
17/02/22,Presentazioni,,"Le slide del Webinar ""Il principio DNSH: adempimenti per enti locali e progettisti""",,2022-02-17,https://italiadomani.gov.it,
17/02/22,Presentazioni,,"Le slide del Webinar ""Il principio DNSH: adempimenti per enti locali e progettisti""",/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,
17/02/22,Presentazioni,Italia,Le slide del Webinar ‘Il principio DNSH: adempimenti per enti locali e progettisti’,/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,
17/02/22,Presentazione,Italia,Le slide del Webinar ‘Il principio DNSH: adempimenti per enti locali e progettisti’,/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,
17/02/22,Altro,Italia,Le slide del Webinar ‘Il principio DNSH: adempimenti per enti locali e progettisti’,/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Slide%20DNSH%200302.pptx,
17/02/22,Presentazioni,Italia,Le slide del Webinar “Il principio DNSH nei lavori per edificazioni e ristrutturazioni”,,2022-02-17,https://italiadomani.gov.it,
17/02/22,Presentazioni,Italia,Le slide del Webinar “Il principio DNSH nei lavori per edificazioni e ristrutturazioni”,,2022-02-17,https://italiadomani.gov.it,
17/02/22,Presentazioni,Italia,Le slide del Webinar “Il principio DNSH nei lavori per edificazioni e ristrutturazioni”,/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,
17/02/22,Presentazione,Italia,Le slide del Webinar “Il principio DNSH nei lavori per edificazioni e ristrutturazioni”,/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,
17/02/22,Altro,Italia,Le slide del Webinar “Il principio DNSH nei lavori per edificazioni e ristrutturazioni”,/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,2022-02-17,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH%20-%20Edilizia%201402.pptx,
11/02/22,Altro,Italia,Accordo tra Mic e Maeci per l’avvio del Progetto ‘Turismo delle Radici’,/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,2022-02-11,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,Comuni;Cultura;Turismo
11/02/22,Altro,Italia,"Progetto ""Turismo delle Radici"" - accordo tra Mic e Maeci",,2022-02-11,https://italiadomani.gov.it,
11/02/22,Altro,Italia,"Progetto ""Turismo delle Radici"" - accordo tra Mic e Maeci",,2022-02-11,https://italiadomani.gov.it,
11/02/22,Altro,Italia,"Progetto ""Turismo delle Radici"" - accordo tra Mic e Maeci",/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,2022-02-11,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,
11/02/22,Altro,Italia,"Progetto ""Turismo delle Radici"" - accordo tra Mic e Maeci",/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,2022-02-11,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/MICMIC_SG_PNRR100220220003816-P.pdf,Comuni;Cultura;Turismo
20/01/22,Altro,Italia,Lista esperti e professionisti incaricati dalle Regioni e dalle Province Autonome all’esito delle procedure selettive,,2022-01-20,https://italiadomani.gov.it,
20/01/22,Altro,Italia,Lista esperti e professionisti incaricati dalle Regioni e dalle Province Autonome all’esito delle procedure selettive,,2022-01-20,https://italiadomani.gov.it,
20/01/22,Altro,Italia,Lista esperti e professionisti incaricati dalle Regioni e dalle Province Autonome all’esito delle procedure selettive,/content/dam/sogei-ng/documenti/Lista%20anonimizzata%20esperti%20e%20professionisti.pdf,2022-01-20,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Lista%20anonimizzata%20esperti%20e%20professionisti.pdf,
